intertidal_sitename,date_collected,Sampler,Voucher Name,Voucher location (Regional Folder),Genus species,New Catalog Number,Page #,Binder; Voucher Letter,Status (only notes if too small in size& if variety of morphologies& if not entire specimen& if decayed),Transect,Habitat Description; Zone,scanned_notes
Horseshoe Cove,11/11/2012,Melissa Redfield,Mazzaella splendens?,MAINLAND ASBS SITES,Mazzaella splendens,NULL,9,Q,NULL,3&6&12&15&18&24&27&30,low,NULL
Horseshoe Cove,11/11/2012,Maya George,Prionitis lanceolata?,MAINLAND ASBS SITES,Prionitis lanceolata,NULL,9,Q,NULL,3&6&15&24,high& shallow pool w; Blue green algae,y
Cabrillo Zone 1,1/9/2013,Maya George,Pterosiphonia dendroidea?,MAINLAND ASBS SITES,Pterosiphonia dendroidea,NULL,10,Q,NULL,3&9&15&18&24&30,low& w; Corallina spp&sand&Chondracanthus canaliculatus,NULL
Cabrillo Zone 1,1/9/2013,Maya George,Rhodymenia pacifica?,MAINLAND ASBS SITES,Rhodymenia pacifica,NULL,10,Q,NULL,3&9&15&18&24&30,low,NULL
Cabrillo Zone 1,1/10/2013,Maya George,Chondracanthus canaliculatus?,MAINLAND ASBS SITES,Lomentaria hakodatensis,NULL,10,Q,NULL,3&9&15&18&24&30,mid&on turf on boulder w; Chondracanthus canaliculatus and Corallina spp.,NULL
Cabrillo Zone 1,1/9/2013,Maya George,Rhodymenia californica?,MAINLAND ASBS SITES,Rhodymenia pacifica,NULL,10,Q,NULL,3&9&15&18&24&30,low,NULL
Cabrillo Zone 1,1/9/2013,Sara Worden,Hypnea?,MAINLAND ASBS SITES,?,NULL,11,Q,NULL,0&3&6&9&12&15&18&21&24&27&30,mid,NULL
Cabrillo Zone 1,1/9/2013,Sara Worden,Prionitis linearis?,MAINLAND ASBS SITES,Prionitis linearis,NULL,11,Q,NULL,0&6&12&21&27,low,y
Cabrillo Zone 1,1/9/2013,Sara Worden,Rhodymenia?,MAINLAND ASBS SITES,Rhodymenia californica,NULL,11,Q,NULL,0&6&12&21&27,low,NULL
Cabrillo Zone 1,1/9/2013,Sara Worden,Gracileria?,MAINLAND ASBS SITES,Chondria arcuata,NULL,12,Q,NULL,0&6&12&21&27,mid& pool,NULL
Cabrillo Zone 1,1/9/2013,Sara Worden,Haliptylon gracile?,MAINLAND ASBS SITES,Jania roseum,NULL,12,Q,NULL,0&6&12&21&27,low& w; surfgrass,NULL
Cabrillo Zone 1,1/9/2013,Maya George,Tiffaniella snyderae?,MAINLAND ASBS SITES,Polysiphonia sp,NULL,12,Q,NULL,3&9&15&18&24&30,low& under Phyllospadix in sand,NULL
Cabrillo Zone 1,1/9/2013,Sara Worden,Gelidium robustum?,MAINLAND ASBS SITES,Gelidium robustum,NULL,12,Q,NULL,0&3&6&9&12&15&18&21&24&27&30,low,NULL
Cabrillo Zone 1,1/9/2013,Sara Worden,?,MAINLAND ASBS SITES,Ahnfeltiopsis leptophylla,NULL,12,Q,NULL,0&6&12&21&27,mid& pool,NULL
Cabrillo Zone 1,1/9/2013,Maya George,Stringy red in pool,MAINLAND ASBS SITES,?,NULL,12,Q,NULL,3&9&15&18&24&30,low& w; P. torreyi and Corallina spp.,NULL
Cabrillo Zone 1,1/9/2013,Maya George,Cryptopleura?,MAINLAND ASBS SITES,Mazzaella affinis,NULL,12,Q,NULL,3&9&15&18&24&30,mid& w; Chondracanthus canaliculata and Corallina spp,NULL
Scripps,1/11/2013,Maya George,Gelidium purpurescens?,MAINLAND ASBS SITES,Gelidium robustum,NULL,13,Q,NULL,3&9&12&18&24&30,low& w; Chondracanthus canaliculatus and Pterocladiella capillacea,NULL
Scripps,1/11/2013,Sara Worden,Scainia?,MAINLAND ASBS SITES,Hypnea valentiae,NULL,13,Q,NULL,0&6&15&21&27,NULL,NULL
La Jolla Caves,1/7/2013,Maya George,fine coralline,MAINLAND ASBS SITES,Lithothrix aspergillum,NULL,14,Q,NULL,0&9&12&18&21&30,mid& in Corallina turf,NULL
La Jolla Caves,1/7/2013,Maya George,pokey red,MAINLAND ASBS SITES,?,NULL,14,Q,NULL,0&9&12&18&21&30,mid& w; Corallina and Laurencia pacifica,NULL
La Jolla Caves,1/7/2013,Maya George,Sphacelaria sp?,MAINLAND ASBS SITES,Sphacelaria sp,NULL,14,Q,NULL,0&9&12&18&21&30,low& w; Sargassum muticum and sand,NULL
La Jolla Caves,1/7/2013,Maya George,fine dark red,MAINLAND ASBS SITES,Gelidium coulteri,NULL,14,Q,NULL,0&9&12&18&21&30,mid& w; Corallina turf,NULL
La Jolla Caves,1/7/2013,Maya George,Gastroclonium parvum?,MAINLAND ASBS SITES,Gastroclonium parvum,NULL,14,Q,NULL,0&9&12&18&21&30,mid& w; Corallina turf,NULL
La Jolla Caves,1/7/2013,Sara Worden,unk pokey red,MAINLAND ASBS SITES,?,NULL,14,Q,NULL,3&6&15&27&24,mid& mixed in w; Corallina,NULL
La Jolla Caves,1/7/2013,Sara Worden,bushy Pterocladiella?,MAINLAND ASBS SITES,Pterocladiella capillacea,NULL,14,Q,NULL,3&6&15&27&24,mid& in pool,NULL
Sequit Pt,1/22/2013,Maya George,Mazzaella leptorhynchos?,MAINLAND ASBS SITES,Mazzaella leptorhynchos,NULL,15,Q,NULL,2&10&16,low& in surge channel; epi on Phragmatopoma; w; Egregia menziesii,NULL
Sequit Pt,1/22/2013,Maya George,Gelidium spp?,MAINLAND ASBS SITES,Gelidium coulteri,NULL,15,Q,NULL,2&10&16,mid& pool& under rock overhang w; Corallina and non coralline crust,NULL
Paradise Cove,1/24/2013,Melissa Redfield,Laurencia pacifica?,MAINLAND ASBS SITES,Laurencia pacifica,NULL,16,Q,NULL,0&9&18&24,low& w; Ceramium spp.,NULL
Paradise Cove,1/24/2013,Nate Fletcher,Chaetomorpha linum,MAINLAND ASBS SITES,Chaetomorpha linum,NULL,16,Q,NULL,0&6&21,pools,NULL
Paradise Cove,1/24/2013,Maya George,Gelidium purpurescens,MAINLAND ASBS SITES,Gelidium purpurascens,NULL,16,Q,NULL,12&15&27,low& in surge channel w; Corallina spp. and Egregia menziesii,NULL
Paradise Cove,1/24/2013,Nate Fletcher,Osmundea sinicola,MAINLAND ASBS SITES,Osmundea sinicola,NULL,16,Q,scanned as Osmundea sinicola; collected for range extension ID,0&6&21,low& in turf and epi on corallines,NULL
Paradise Cove,1/24/2013,Maya George,Jania crassa,MAINLAND ASBS SITES,Jania crassa,NULL,16,Q,collected for range extension ID,12&15&27,low& pool w; Corallina spp.,NULL
Lechuza Pt.,1/23/2013,Melissa Redfield,Gastroclonium parvum?,MAINLAND ASBS SITES,Gastroclonium parvum,NULL,17,Q,NULL,0&10,mid& epi on Myt. Californianus,NULL
Lechuza Pt.,1/23/2013,Maya George,Pterosiphonia dendroidea?,MAINLAND ASBS SITES,Pterosiphonia dendroidea,NULL,17,Q,NULL,2&8&20,low& w;  Phragmatopoma and Prionitis lanceolata,NULL
Lechuza Pt.,1/23/2013,Nate Fletcher,Mazzaella affinis?,MAINLAND ASBS SITES,Mazzaella affinus,NULL,17,Q,NULL,6&14&16,low& channel w;  Chondracanthus,NULL
Old Stairs,1/27/2013,Nate Fletcher,Gracilaria papenfussii?,MAINLAND ASBS SITES,Gracilaria papenfussii,NULL,18,Q,NULL,6&9&21,low& in sand,NULL
Old Stairs,1/27/2013,Nate Fletcher,Pterosiphonia dendroidea?,MAINLAND ASBS SITES,Pterosiphonia dendroidea,NULL,18,Q,NULL,6&9&21,low,NULL
Old Stairs,1/27/2013,Nate Fletcher,Pterosiphonia pennata?,MAINLAND ASBS SITES,Pterosiphonia pennata,NULL,18,Q,NULL,6&9&21,low,NULL
Buck Gully,2/10/2013,Melissa Redfield,Herposiphonia or Gelidium basal structure?,MAINLAND ASBS SITES,Polysiphonia scopulorum var. villum,NULL,19,Q,NULL,6&12&21&30,low& mat,NULL
Muddy Canyon,2/9/2013,Melissa Redfield,Gelidium pussilum,MAINLAND ASBS SITES,Gelidium pusillum; coulteri,NULL,20,Q,This is what we are scanning as Gelidium pussilum at this site,NULL,low& in turf& forming a mat sometimes,NULL
Muddy Canyon,2/9/2013,Melissa Redfield,Gelidium purpurescens,MAINLAND ASBS SITES,Gelidium purpurascens,NULL,20,Q,NULL,2&6&12&18,low& pool,NULL
Heisler Park,2/5/2013,Maya George,Amphiroa sp.,MAINLAND ASBS SITES,Amphiroa beauvoisii (aka A. zonata),NULL,21,Q,For fun; reference,NULL,low& pool w; other Corallines&Eisenia&Macrocystis sp.& Dictyopteris undulata,NULL
Dana Point,2/7/2013,Maya George,Lomentaria hakodatensis?,MAINLAND ASBS SITES,Lomentaria hakodatensis,NULL,22,Q,NULL,3&15&27,low& turf w; Corallina spp.,NULL
Dana Point,2/7/2013,Melissa Redfield,Gelidium pussilum?,MAINLAND ASBS SITES,Gelidium pusillum; coulteri,NULL,22,Q,This is what we are scanning as Gelidium pussilum at this site,NULL,low& turf w; corallines,NULL
Dana Point,2/7/2013,Melissa Redfield,Sargassum muticum; agardhianum?,MAINLAND ASBS SITES,Sargassum agardhianum,NULL,22,Q,NULL,6&12&21&30,low& turfy area,NULL
Dana Point,2/7/2013,Maya George,Hypnea johnstonii?,MAINLAND ASBS SITES,Hypnea spp,NULL,22,Q,NULL,3&15&27,high& pool in sand w; Corallina spp. & Ceramium,NULL
Point Arena,6/11/2010,NULL,Mastocarpus jardinii,NCCMPA SITES,Mastocarpus jardinii,NULL,1,R,NULL,NULL,NULL,NULL
Point Arena,6/11/2010,NULL,Mazzaella affinis,NCCMPA SITES,Mazzaella affinis,NULL,1,R,NULL,NULL,NULL,NULL
Point Arena,6/11/2010,NULL,Gelidium turf,NCCMPA SITES,Gelidium coulteri,NULL,1,R,NULL,NULL,NULL,NULL
Del Mar Landing,6/12/2010,Kyle Walters,Gloiosiphonia,NCCMPA SITES,Gloiosiphonia californica,NULL,2,R,NULL,0&4,mid zone,NULL
Del Mar Landing,6/12/2010,Kyle Walters,Gloiopeltis,NCCMPA SITES,Gloiopeltis furcata,NULL,2,R,NULL,NULL,NULL,NULL
Phillips Gulch,6/15/2010,NULL,Corallina; Bosiella,NCCMPA SITES,Bossiella frondifera,NULL,3,R,NULL,NULL,low& abundant and dense& near mytilus& postelsia& pollicipes& cryptopleura,NULL
Phillips Gulch,6/15/2010,NULL,Gloiosiphonia capillaris,NCCMPA SITES,Gloiosiphonia californica,NULL,3,R,NULL,NULL,low in dense clumps& stretchy tubular,NULL
Phillips Gulch,6/15/2010,NULL,Ceramium,NCCMPA SITES,Polysiphonia hendryi,NULL,3,R,NULL,NULL,very abundant& forming dense turf on rock and epiphytic on mytilus& pollicipes& corallina,NULL
Phillips Gulch,6/15/2010,NULL,Dilsea,NCCMPA SITES,Dilsea californica,NULL,3,R,NULL,NULL,low zone& saxicolus near corralina& cryptopluera,NULL
Bodega Head,7/10/2010,Kyle Walters,Mazzaella affinis,NCCMPA SITES,Mazzaella affinis,NULL,4,R,NULL,NULL,low,NULL
Bodega Head,7/10/2010,Haven Livingston,large red blade,NCCMPA SITES,Cryptonemia obovata,NULL,4,R,NULL,NULL,NULL,NULL
North Jenner Beach,7/13/2010,Kyle Walters,big Grateloupia,NCCMPA SITES,Grateloupia californica,NULL,5,R,NULL,18-30,NULL,NULL
North Jenner Beach,7/13/2010,Kyle Walters,Mastocarpus jardinii,NCCMPA SITES,Mastocarpus jardinii,NULL,6,R,NULL,NULL,NULL,NULL
North Jenner Beach,7/13/2010,Haven Livingston,big Grateloupia,NCCMPA SITES,Grateloupia californica,NULL,6,R,NULL,NULL,NULL,NULL
North Jenner Beach,7/13/2010,Haven Livingston,Shizmenia; Palmeria,NCCMPA SITES,Dilsea californica,NULL,7,R,NULL,NULL,NULL,NULL
North Jenner Beach,7/13/2010,Haven Livingston,Neorhodomela larix,NCCMPA SITES,Neorhodomela larix,NULL,8,R,NULL,NULL,NULL,NULL
Chimney Rock,7/15/2010,Haven Livingston,fine red,NCCMPA SITES,Callithamnion acutum,NULL,9,R,NULL,NULL,NULL,NULL
Chimney Rock,7/15/2010,Kyle Walters,branched,NCCMPA SITES,Mazzaella affinis,NULL,9,R,NULL,NULL,NULL,NULL
Chimney Rock,7/15/2010,Haven Livingston,red wide blade,NCCMPA SITES,Palmaria mollis,NULL,9,R,NULL,NULL,NULL,NULL
Chimney Rock,7/15/2010,Kyle Walters,high hard crust,NCCMPA SITES,Hildenbrandia spp.,NULL,9,R,NULL,NULL,NULL,NULL
Fitzgerald Marine Reserve,9/29/2011,Nate Fletcher,Callophyllis?,NCCMPA SITES,Callophyllis violacea,NULL,10,R,NULL,3,NULL,NULL
Fitzgerald Marine Reserve,9/29/2011,Maya George,Farlowia?,NCCMPA SITES,Pikea; Farlowia,NULL,10,R,NULL,9,NULL,NULL
Fitzgerald Marine Reserve,9/29/2011,Dan Orr,Callophyllis?,NCCMPA SITES,Callophyllis violacea,NULL,10,R,NULL,NULL,NULL,NULL
Fitzgerald Marine Reserve,9/28/2011,Maya George,Pterocladiella?,NCCMPA SITES,Chondracanthus canaliculatus,O001,11,R,NULL,9& 24,NULL,NULL
Fitzgerald Marine Reserve,9/28/2011,Christy Bell,Gelidium?,NCCMPA SITES,Gelidium coulteri; pussilum,O002,11,R,NULL,21&0,growing prostrate on rock like crust& interwoven,NULL
Fitzgerald Marine Reserve,9/28/2011,Maya George,big fat blade,NCCMPA SITES,Mazzaella californica,O003,11,R,NULL,9&24,NULL,NULL
Crystal Cove,1/19/2012,Rachael Williams,Mazzaella affinis? weird stipe,SCMPA SITES,Mazzaella affinis,O004,1,S,NULL,NULL,low zone& on rock,NULL
Crystal Cove,1/19/2012,Rachael Williams,Jania?,SCMPA SITES,Jania tenella,O005,1,S,NULL,NULL,low zone& in pool,NULL
Crystal Cove,1/19/2012,Rachael Williams,Springy& cylindrical throughout& dark pink; green,SCMPA SITES,Chondracanthus canaliculatus,O006,1,S,NULL,NULL,NULL,NULL
Crystal Cove,1/19/2012,Rachael Williams,gelidial like branching& fine& dark brown,SCMPA SITES,Gelidium coulteri,O007,1,S,NULL,NULL,NULL,NULL
Crystal Cove,1/19/2012,Rachael Williams,small blade,SCMPA SITES,Mastocarpus sp.,O008,1,S,NULL,NULL,low zone,NULL
Crystal Cove,1/19/2012,Rachael Williams,low zone in pool,SCMPA SITES,Neogastroclonium subarticulatum,O009,1,S,NULL,NULL,low zone& in pool,NULL
Crystal Cove,1/19/2012,Rachael Williams,Gracillaria?,SCMPA SITES,unknown red (too small to determine),O010,1,S,NULL,NULL,in pool,NULL
Crystal Cove,1/19/2012,Rachael Williams,cylindrical branches,SCMPA SITES,Chondracanthus canaliculatus,O011,1,S,NULL,NULL,in pool,NULL
Crystal Cove,1/19/2012,Rachael Williams,in pool,SCMPA SITES,Chondracanthus canaliculatus,O012,1,S,NULL,NULL,in pool,NULL
Crystal Cove,1/19/2012,Rachael Williams,rhodymenia,SCMPA SITES,Rhodymenia californica,O013,1,S,NULL,NULL,in pool,NULL
Crystal Cove,1/19/2012,Rachael Williams,flat& small thin blade,SCMPA SITES,unknown red (too small to determine),O014,1,S,NULL,NULL,NULL,NULL
Crystal Cove,1/19/2012,Rachael Williams,Gelidium robustum,SCMPA SITES,Pterocladiella capillacea,O015,1,S,NULL,NULL,NULL,NULL
Crystal Cove,1/19/2012,Dave Lohse,Gracilaria?,SCMPA SITES,Chondria acrorhizophora,O016,2,S,NULL,3&6&9,NULL,NULL
Crystal Cove,1/19/2012,Dave Lohse,long& branching red,SCMPA SITES,Gracilaria sp.,O017,2,S,NULL,3&6&9,NULL,NULL
Crystal Cove,1/19/2012,Carol Blanchette,voucher,SCMPA SITES,Gelidium coulteri,O018,2,S,NULL,0&24&27&30,NULL,NULL
Crystal Cove,1/19/2012,Carol Blanchette,voucher,SCMPA SITES,Chondria decipiens,O019,2,S,NULL,0&24&27&30,NULL,NULL
Crystal Cove,1/19/2012,Carol Blanchette,voucher,SCMPA SITES,Chondracanthus canaliculatus,O020,2,S,NULL,0&24&27&30,NULL,NULL
Crystal Cove,1/19/2012,Carol Blanchette,voucher,SCMPA SITES,Pterocladiella capillacea,O021,2,S,NULL,0&24&27&30,NULL,NULL
Crystal Cove,1/19/2012,Carol Blanchette,voucher,SCMPA SITES,Pterocladiella capillacea,O022,2,S,NULL,0&24&27&30,NULL,NULL
Crystal Cove,1/19/2012,Dave Lohse,red blade,SCMPA SITES,Haliptylon gracile,O023,2,S,NULL,3&6&9,NULL,NULL
Crystal Cove,1/19/2012,Dave Lohse,Gastroclonium like,SCMPA SITES,Lomentaria hakodatensis,O024,2,S,NULL,3&6&9,NULL,NULL
Crystal Cove,1/19/2012,Dave Lohse,Centrocerus?,SCMPA SITES,Centroceras clavulatum,O025,2,S,NULL,3&6&9,NULL,NULL
Crystal Cove,1/19/2012,Dave Lohse,Gastroclonium parvum,SCMPA SITES,Gastroclonium parvum,O026,2,S,NULL,3&6&9,NULL,NULL
Crystal Cove,1/19/2012,Dave Lohse,long red,SCMPA SITES,Pterosiphonia baileyi,O027,2,S,NULL,3&6&9,NULL,NULL
Crystal Cove,1/19/2012,Dave Lohse,Nienburgia?,SCMPA SITES,Gelidium coulteri,O028,2,S,NULL,3&6&9,NULL,NULL
Crystal Cove,1/19/2012,Dave Lohse,Lomenteria; Caulocanthus?,SCMPA SITES,Caulacanthus ustulatus,O029,2,S,NULL,3&6&9,NULL,NULL
Crystal Cove,1/19/2012,Maya George,small wirey red turf,SCMPA SITES,Pterocladia media,O030,3,S,NULL,NULL,NULL,NULL
Crystal Cove,1/19/2012,Maya George,hypnea?,SCMPA SITES,Lomentaria hakodatensis,O031,3,S,NULL,NULL,NULL,NULL
Crystal Cove,1/19/2012,Maya George,small pointy red in pool,SCMPA SITES,unknown red (too small to determine),O032,3,S,NULL,NULL,NULL,NULL
Crystal Cove,1/19/2012,Maya George,flat branched& turf,SCMPA SITES,Lomentaria hakodatensis,O033,3,S,NULL,NULL,NULL,NULL
Crystal Cove,1/19/2012,Maya George,small segmented red turf,SCMPA SITES,unknown red (too small to determine),O034,3,S,NULL,NULL,NULL,NULL
Crystal Cove,1/19/2012,Maya George,epi on corallina,SCMPA SITES,Caulacanthus ustulatus,O035,3,S,NULL,NULL,NULL,NULL
Crystal Cove,1/19/2012,Maya George,red in pool,SCMPA SITES,Ahnfeltiopsis leptophylla,O036,3,S,NULL,NULL,NULL,NULL
Crystal Cove,1/19/2012,Maya George,callophyllis,SCMPA SITES,Cryptopleura spp,O037,3,S,NULL,NULL,NULL,NULL
Crystal Cove,1/19/2012,Maya George,chondria nidifica? gracilaria?,SCMPA SITES,Gracilaria sp.,P001,3,S,NULL,NULL,NULL,NULL
Crystal Cove,1/19/2012,Maya George,dictyota coriacea,SCMPA SITES,Dictyota coriacea,P002,3,S,NULL,NULL,NULL,NULL
Crystal Cove,1/19/2012,Carol Blanchette,Chaetomorpha spiralis,SCMPA SITES,Chaetomorpha spiralis,P003,3,S,NULL,NULL,NULL,NULL
Crystal Cove,1/19/2012,Carol Blanchette,Pterosiphonia baileyi,SCMPA SITES,Pterosiphonia baileyi,P004,3,S,NULL,NULL,NULL,NULL
Shaws Cove,1/18/2012,Dave Lohse,Gelidium; Chondracanthus,SCMPA SITES,Lomentaria hakodatensis,P005,4,S,NULL,NULL,mid-high pools,NULL
Shaws Cove,1/18/2012,Rachael Williams,Herposiphonia?,SCMPA SITES,Herposiphonia verticillata,P006,4,S,NULL,NULL,NULL,NULL
Shaws Cove,1/18/2012,Maya George,Filamentous mat,SCMPA SITES,Polysiphonia scopulorum var. villum,P007,4,S,NULL,NULL,low,NULL
Shaws Cove,1/18/2012,NULL,green filamentous& cladophora?,SCMPA SITES,Cladophora microcladioides?,P008,4,S,NULL,NULL,low,NULL
Shaws Cove,1/18/2012,Dave Lohse,Farlowia?,SCMPA SITES,Chondracanthus canaliculatus,P009,4,S,NULL,NULL,mid-high pools,NULL
Shaws Cove,1/18/2012,Rachael Williams,Osmundea sinicola?,SCMPA SITES,Osmundea sinicola,P010,4,S,NULL,NULL,NULL,NULL
Shaws Cove,1/18/2012,Maya George,Endarachne,SCMPA SITES,Endarachne binghamiae,P011,4,S,NULL,NULL,mid zone,NULL
Shaws Cove,1/18/2012,NULL,Dictyota,SCMPA SITES,Dictyota flabellata,P012,4,S,NULL,NULL,NULL,NULL
Shaws Cove,1/18/2012,NULL,Jania?,SCMPA SITES,Lithothrix aspergillum,Q001,4,S,NULL,NULL,low and mid zone,NULL
Point Fermin,1/20/2012,Maya George,cup shaped red,SCMPA SITES,Rhodymenia pacifica,Q002,5,S,NULL,12,low zone w;  pterosiphonia dendroidea& nienburgia andersonii,NULL
Point Fermin,1/20/2012,Maya George,Gelidium coulteri?,SCMPA SITES,Gelidium coulteri,Q003,5,S,NULL,NULL,dense clumps mid-low,NULL
Point Fermin,1/20/2012,Maya George,Anisocladella pacifica,SCMPA SITES,Anisocladella pacifica,Q004,5,S,NULL,12,low zone w;  corallina& crypto; hymenena,NULL
Point Fermin,1/20/2012,Maya George,Prionitis lanceolata?,SCMPA SITES,Prionitis lanceolata,Q005,5,S,NULL,12,low zone w;  corallina& P. torreyi& Phragmatopoma,y
Point Fermin,1/20/2012,Maya George,Pterosiphonia?,SCMPA SITES,Pterosiphonia baileyi,Q006,5,S,NULL,12,low zone w;  corallina& dictyota coriacea,NULL
Point Fermin,1/20/2012,Maya George,Rhodymenia?,SCMPA SITES,Gymnogongrus chiton,Q007,5,S,NULL,9,mid zone pool w;  gelidium coulteri& dictyota flabellata,NULL
Point Fermin,1/20/2012,Rachael Williams,Pterosiphonia?,SCMPA SITES,Callithamnion rupicola,Q008,5,S,NULL,NULL,NULL,NULL
Point Fermin,1/20/2012,Rachael Williams,Small flat red in pool,SCMPA SITES,Pterocladiella capillacea,Q009,5,S,NULL,NULL,NULL,NULL
Point Fermin,1/20/2012,Rachael Williams,Epiphyte on coralline,SCMPA SITES,Herposiphonia verticillata,Q010,5,S,NULL,NULL,NULL,NULL
Point Fermin,1/20/2012,Rachael Williams,NULL,SCMPA SITES,Nienburgia andersoniana,Q011,5,S,NULL,NULL,low zone,NULL
Point Fermin,1/20/2012,Rachael Williams,Rhodymenia,SCMPA SITES,Rhodymenia pacifica,Q012,5,S,NULL,NULL,low zone,NULL
Point Fermin,1/20/2012,Dave Lohse,Mazzaella affinis?,SCMPA SITES,Mazzaella affinis,Q013,6,S,NULL,NULL,NULL,NULL
Point Fermin,1/20/2012,Dave Lohse,Branched red,SCMPA SITES,Pterocladiella capillacea,Q014,6,S,NULL,NULL,low zone,NULL
Point Fermin,1/20/2012,Dave Lohse,Callophyllis?,SCMPA SITES,Rhodymenia californica,Q015,6,S,NULL,NULL,NULL,NULL
Point Fermin,1/20/2012,Dave Lohse,Rhodymenia?,SCMPA SITES,Rhodymenia californica,Q016,6,S,NULL,NULL,NULL,NULL
Point Fermin,1/20/2012,Dave Lohse,Branched red,SCMPA SITES,Gelidium coulteri,Q017,6,S,NULL,NULL,NULL,NULL
Point Fermin,1/20/2012,Dave Lohse,Branched red,SCMPA SITES,Gelidium spp,Q018,6,S,NULL,NULL,NULL,NULL
Point Fermin,1/20/2012,Dave Lohse,Gracilaria,SCMPA SITES,Chondracanthus canaliculatus,Q019,6,S,NULL,NULL,NULL,NULL
Point Fermin,1/20/2012,Dave Lohse,Gastroclonium parvum,SCMPA SITES,Gastroclonium subarticulatum,Q020,6,S,NULL,NULL,NULL,NULL
Point Fermin,1/20/2012,Dave Lohse,Large branched red,SCMPA SITES,Osmundea spectabilis var. diegoensis,Q021,6,S,NULL,NULL,NULL,NULL
Point Fermin,1/20/2012,Dave Lohse,Callophyllis?,SCMPA SITES,Rhodymenia californica,Q022,6,S,NULL,NULL,NULL,NULL
Frenchys Cove,3/4/2012,NULL,Mastocarpus jardinii?,SCMPA SITES,Mastocarpus jardinii,Q023,7,S,NULL,NULL,NULL,NULL
Frenchys Cove,3/4/2012,NULL,Mazzaella-like,SCMPA SITES,Mazzaella parva,Q024,7,S,NULL,NULL,NULL,NULL
Frenchys Cove,3/4/2012,NULL,Mazzaella affinis?,SCMPA SITES,Mazzaella affinis,Q025,7,S,NULL,NULL,NULL,NULL
Frenchys Cove,3/4/2012,NULL,Callophyllis violacea,SCMPA SITES,Callophyllis flabellulata,Q026,7,S,NULL,NULL,NULL,NULL
Frenchys Cove,3/4/2012,NULL,Chaetomorpha sp. Sample,SCMPA SITES,Chaetomorpha aerea,Q027,7,S,NULL,NULL,NULL,NULL
Frenchys Cove,3/4/2012,NULL,Pterosiphonia?,SCMPA SITES,Pterosiphonia baileyi,Q028,7,S,NULL,NULL,NULL,NULL
Frenchys Cove,3/4/2012,NULL,Gelidium purpurascens?,SCMPA SITES,Ahnfeltiopsis leptophylla,Q029,7,S,NULL,NULL,NULL,NULL
Frenchys Cove,3/4/2012,NULL,Haliptylon gracile,SCMPA SITES,Haliptylon gracile,Q030,8,S,NULL,NULL,NULL,NULL
Frenchys Cove,3/4/2012,NULL,Rhodymenia pacific or californica?,SCMPA SITES,Rhodymenia pacifica,Q031,8,S,NULL,NULL,NULL,NULL
Frenchys Cove,3/4/2012,NULL,Gracilaria andersonii; sjostedtii?,SCMPA SITES,Gracilaria sp.,Q032,8,S,NULL,NULL,NULL,NULL
Frenchys Cove,3/4/2012,NULL,Dictyota flabellata or coriacea?,SCMPA SITES,Dictyota coriacea,Q033,8,S,NULL,NULL,NULL,NULL
Frenchys Cove,3/4/2012,NULL,Osmundea splendens?,SCMPA SITES,Osmundea splendens,Q034,8,S,NULL,NULL,NULL,NULL
Frenchys Cove,3/4/2012,NULL,Gelidium pusillum or coulteri?,SCMPA SITES,Gelidium coulteri,Q035,8,S,NULL,NULL,NULL,NULL
Frenchys Cove,3/4/2012,NULL,Plocamium violaceum?,SCMPA SITES,Pterosiphonia spp,Q036,8,S,NULL,NULL,NULL,NULL
Frenchys Cove,3/4/2012,NULL,Gelidium purpurascens?,SCMPA SITES,Gelidium purpurascens,Q037,8,S,NULL,NULL,NULL,NULL
Frenchys Cove,3/4/2012,NULL,Callithamnion?,SCMPA SITES,Herposiphonia verticillata,Q038,8,S,NULL,NULL,NULL,NULL
Frenchys Cove,3/4/2012,NULL,Gelidium coulteri?,SCMPA SITES,Gelidium coulteri,Q039,8,S,NULL,NULL,NULL,NULL
Middle Anacapa,3/5/2012,NULL,Plocamium violaceum,SCMPA SITES,Plocamium violaceum,Q040,9,S,NULL,NULL,NULL,NULL
Middle Anacapa,3/5/2012,NULL,Rhodymenia californica,SCMPA SITES,Rhodymenia pacifica,Q041,9,S,NULL,NULL,NULL,NULL
Middle Anacapa,3/5/2012,NULL,Weird Mazzaella affinis?,SCMPA SITES,Mazzaella affinis,Q042,9,S,NULL,NULL,NULL,NULL
Middle Anacapa,3/5/2012,NULL,Callophyllis pinnata?,SCMPA SITES,Callophyllis spp,Q043,9,S,NULL,NULL,NULL,NULL
Middle Anacapa,3/5/2012,NULL,Lomentaria hakodatensis?,SCMPA SITES,Lomentaria hakodatensis,Q044,9,S,NULL,NULL,NULL,NULL
Middle Anacapa,3/5/2012,NULL,Tiny red epiphyte on corallines,SCMPA SITES,Callithamnion rupicola,Q045,9,S,NULL,NULL,NULL,NULL
Middle Anacapa,3/5/2012,NULL,Herposiphona verticillata?,SCMPA SITES,Herposiphonia verticillata,Q046,9,S,NULL,NULL,NULL,NULL
Middle Anacapa,3/5/2012,NULL,Gelidium pusillum,SCMPA SITES,Gelidium coulteri,Q047,9,S,NULL,NULL,NULL,NULL
Middle Anacapa,3/5/2012,NULL,Small red tuft& epi on coralline,SCMPA SITES,Callithamnion rupicola,Q048,9,S,NULL,NULL,NULL,NULL
